사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
광훈실업,2026-01-05,205103.352929015,448759.035203931,2026-04-26 22:32:10,I,19,사용중지,서울특별시 성동구 성수동2가 269번지 20호,광훈실업,공공용시설,2026-01-05 11:02:29,2026-01-05,2012-02-17,70,서울특별시 성동구 성수동2가 269번지 20호,3030000-E201200008,3030000,2026-01-05,서울특별시 성동구 뚝섬로13길 32-24 (성수동2가),04785,04,취소/말소/만료/정지/중지
플라워모텔,,186317.795293249,449353.814998678,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 화곡동 24-96 모텔플라워,플라워모텔,공공용시설,2026-04-08 17:49:08,,2026-04-08,85,서울특별시 강서구 화곡동 24-96 모텔플라워,3150000-E202600001,3150000,,"서울특별시 강서구 화곡로42길 10, 모텔플라워 (화곡동)",07679,01,영업/정상
동작구청(신청사),,194723.666799909,444690.776882951,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도동 176-3 동작구청,동작구청(신청사),지자체시설,2026-02-25 09:26:09,,2026-02-10,123,서울특별시 동작구 상도동 176-3 동작구청,3190000-E202600002,3190000,,"서울특별시 동작구 장승배기로 70, 동작구청 (상도동)",06963,01,영업/정상
신안가축,,180863.322618704,449597.078419987,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 오곡동 200-19,신안가축,공공용시설,2026-04-09 11:12:33,,2026-04-08,82,서울특별시 강서구 오곡동 200-19,3150000-E202600002,3150000,,,,01,영업/정상
티파니호텔,,183118.598958412,450884.384415444,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 공항동 52-5,티파니호텔,공공용시설,2026-04-09 15:46:09,,2026-04-08,62,서울특별시 강서구 공항동 52-5,3150000-E202600003,3150000,,서울특별시 강서구 송정로 61-3 (공항동),07622,01,영업/정상
공항사우나,,183484.821951778,450713.963336968,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 공항동 651-9,공항사우나,공공용시설,2026-04-09 16:04:24,,2026-04-08,70,서울특별시 강서구 공항동 651-9,3150000-E202600004,3150000,,서울특별시 강서구 송정로4길 51 (공항동),07624,01,영업/정상
디오스모텔,,186327.291836213,447450.90647438,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 화곡동 901-2,디오스모텔,공공용시설,2026-01-19 14:39:51,,2024-03-12,67,서울특별시 강서구 화곡동 901-2,3150000-E202400003,3150000,,서울특별시 강서구 강서로5가길 34 (화곡동),07777,01,영업/정상
대성주유소,,185920.266719196,451702.983127126,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 등촌동 684,대성주유소,공공용시설,2026-01-19 14:00:16,,2025-03-12,85,서울특별시 강서구 등촌동 684,3150000-E202500001,3150000,,서울특별시 강서구 강서로 472 (등촌동),07573,01,영업/정상
박물관 주유소,,186708.530073604,451701.921231689,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 가양동 26-1,박물관 주유소,공공용시설,2026-01-18 15:09:51,,2025-03-12,59,서울특별시 강서구 가양동 26-1,3150000-E202500002,3150000,,서울특별시 강서구 양천로53길 97 (가양동),07529,01,영업/정상
삼표에너지가스충전소,,182094.635692564,448443.351824015,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 오쇠동 150-5,삼표에너지가스충전소,공공용시설,2025-05-21 23:12:22,,2025-03-31,64,서울특별시 강서구 오쇠동 150-5,3150000-E202500003,3150000,,서울특별시 강서구 오정로 390 (오쇠동),07505,01,영업/정상
무한사우나,,188575.873671469,449551.307238477,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 염창동 310 아네스트염창,무한사우나,공공용시설,2026-01-19 13:17:19,,2025-05-08,67,서울특별시 강서구 염창동 310 아네스트염창,3150000-E202500004,3150000,,"서울특별시 강서구 공항대로 593 (염창동, 아네스트염창)",07559,01,영업/정상
동진금속,,185924.960364272,447831.352231887,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 화곡동 354-49 동진빌라,동진금속,공공용시설,2026-01-19 14:40:13,,2025-05-15,72,서울특별시 강서구 화곡동 354-49 동진빌라,3150000-E202500005,3150000,,"서울특별시 강서구 강서로17길 76 (화곡동, 동진빌라)",07768,01,영업/정상
에스더블리싸이클,,180384.547605318,450465.325972648,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 오곡동 551-1 에스더블리싸이클,에스더블리싸이클,공공용시설,2025-10-20 21:49:09,,2025-10-17,89,서울특별시 강서구 오곡동 551-1 에스더블리싸이클,3150000-E202500006,3150000,,"서울특별시 강서구 개화동로2길 974, 에스더블리싸이클 (오곡동)",07505,01,영업/정상
태영방송인아파트,,187003.870576304,448367.743580494,2026-04-26 22:31:03,I,18,사용중,서울특별시 강서구 화곡동 1140 태영방송인아파트,태영방송인아파트,공공용시설,2026-01-19 13:48:52,,2025-10-17,80,서울특별시 강서구 화곡동 1140 태영방송인아파트,3150000-E202500007,3150000,,"서울특별시 강서구 등촌로13자길 74 (화곡동, 태영방송인아파트)",07731,01,영업/정상
공암나루근린공원,,186828.258234904,451948.179944576,2026-04-26 22:31:02,I,18,사용중,서울특별시 강서구 가양동 439-1 공암나루근린공원,공암나루근린공원,공공용시설,2026-01-19 16:06:15,,2025-10-17,93,서울특별시 강서구 가양동 439-1 공암나루근린공원,3150000-E202500008,3150000,,"서울특별시 강서구 허준로5길 42, 허준공원관리사무실 (가양동)",07525,01,영업/정상
조선면옥 지하 1층,,204939.062877474,438016.000584522,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 원지동 379번지 4호,조선면옥 지하 1층,공공용시설,2025-01-16 13:26:14,,2018-11-27,32,서울특별시 서초구 원지동 379번지 4호,3210000-E201800005,3210000,,"서울특별시 서초구 원터2길 2 (원지동, 조선면옥)",06806,01,영업/정상
그랜드빌딩(그랜드목욕탕) 지하 1층,,198950.039094564,443470.678524875,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 방배동 794-19 그랜드빌딩,그랜드빌딩(그랜드목욕탕) 지하 1층,공공용시설,2025-03-20 11:12:22,,2011-07-11,90,서울특별시 서초구 방배동 794-19 그랜드빌딩,3210000-E201100001,3210000,,"서울특별시 서초구 동광로19길 19, 그랜드빌딩 (방배동)",06561,01,영업/정상
내곡터널관리소 지상1층,,206798.977488507,438424.664760602,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 내곡동 1번지 2601호,내곡터널관리소 지상1층,공공용시설,2025-04-14 14:20:16,,2005-07-11,80,서울특별시 서초구 내곡동 1번지 2601호,3210000-E201100002,3210000,,서울특별시 서초구 신흥말길 146 (내곡동),,01,영업/정상
(주)삼진글로벌넷 지하1층,,201688.298288094,442743.087659213,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 1604번지 7호,(주)삼진글로벌넷 지하1층,공공용시설,2025-03-17 13:36:38,,2009-07-01,100,서울특별시 서초구 서초동 1604번지 7호,3210000-E201100003,3210000,,"서울특별시 서초구 서초중앙로8길 82 (서초동, 동림빌딩)",06643,01,영업/정상
롯데캐슬스파(아) 지하1층,,201815.744439381,443183.890855892,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 1647번지 1호,롯데캐슬스파(아) 지하1층,공공용시설,2025-03-17 13:37:15,,2009-07-01,89,서울특별시 서초구 서초동 1647번지 1호,3210000-E201100004,3210000,,"서울특별시 서초구 사임당로23길 12 (서초동, 롯데캐슬스파아파트)",06636,01,영업/정상
서울고등학교,,200437.778720876,442422.597748231,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 1526번지 1호,서울고등학교,공공용시설,2024-07-19 12:26:35,,2010-07-14,250,서울특별시 서초구 서초동 1526번지 1호,3210000-E201100006,3210000,,서울특별시 서초구 효령로 197 (서초동),,01,영업/정상
우면산대성사 1,,201116.82103913,441532.820759269,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 141번지 4호,우면산대성사 1,공공용시설,2024-07-19 12:27:07,,2011-07-11,35,서울특별시 서초구 서초동 141번지 4호,3210000-E201100007,3210000,,"서울특별시 서초구 남부순환로328길 49 (서초동, 대성사)",06757,01,영업/정상
서초문화예술회관(구 서초구민회관) 지상 1층,,203098.931558332,442167.033554578,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 양재동 25번지,서초문화예술회관(구 서초구민회관) 지상 1층,공공용시설,2025-01-15 17:24:09,,2011-08-01,250,서울특별시 서초구 양재동 25번지,3210000-E201100009,3210000,,"서울특별시 서초구 강남대로 201 (양재동, 서초구민회관)",06749,01,영업/정상
한우리정보문화센타(1) 지상1층,,202129.928922792,442217.156154505,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 380번지,한우리정보문화센타(1) 지상1층,정부지원시설,2025-03-17 13:38:25,,2011-01-05,145,서울특별시 서초구 서초동 380번지,3210000-E201300001,3210000,,"서울특별시 서초구 남부순환로340길 15 (서초동, 서초구립한우리정보문화센터)",06756,01,영업/정상
한우리정보문화센타(2) 지상1층,,202129.928922792,442217.156154505,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 380번지,한우리정보문화센타(2) 지상1층,정부지원시설,2025-03-17 13:39:03,,2011-01-05,145,서울특별시 서초구 서초동 380번지,3210000-E201300002,3210000,,"서울특별시 서초구 남부순환로340길 15 (서초동, 서초구립한우리정보문화센터)",06756,01,영업/정상
경안레저산업(주),,201310.167766645,442438.500304691,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 서초동 1446번지 1호,경안레저산업(주),공공용시설,2024-07-19 12:28:56,,2013-01-02,89,서울특별시 서초구 서초동 1446번지 1호,3210000-E201300003,3210000,,"서울특별시 서초구 효령로 292 (서초동, 서울남부터미널)",06718,01,영업/정상
남서울전원교회 지하1층,,206695.508229247,438952.526905953,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 내곡동 1번지 2766호,남서울전원교회 지하1층,공공용시설,2025-04-14 14:21:33,,2013-11-21,30,서울특별시 서초구 내곡동 1번지 2766호,3210000-E201300004,3210000,,"서울특별시 서초구 신흥안길 40-61 (내곡동, 남서울전원교회)",06801,01,영업/정상
양재대중탕 지하1~3층,,203288.558315531,442465.267741919,2026-04-26 22:31:41,I,18,사용중,서울특별시 서초구 양재동 1번지 7호,양재대중탕 지하1~3층,공공용시설,2024-01-05 16:36:14,,2015-11-26,90,서울특별시 서초구 양재동 1번지 7호,3210000-E201500002,3210000,,"서울특별시 서초구 남부순환로356길 15 (양재동, 양재종합시장)",06738,01,영업/정상
서초 상수도배수지,,201804.497830997,441902.290653313,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 서초동 393번지 1호,서초 상수도배수지,공공용시설,2025-03-17 13:39:51,,2018-08-14,60000,서울특별시 서초구 서초동 393번지 1호,3210000-E201800001,3210000,,"서울특별시 서초구 남부순환로340길 49 (서초동, 서울특별시데이터센터)",06756,01,영업/정상
방배 상수도배수지 지상,,199263.5337159,441171.796028905,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 방배동 599번지,방배 상수도배수지 지상,공공용시설,2025-01-16 14:06:52,,2018-08-14,50000,서울특별시 서초구 방배동 599번지,3210000-E201800002,3210000,,서울특별시 서초구 남부순환로296길 4-9 (방배동),06759,01,영업/정상
옛골토성 지상1층,,206203.777295369,436477.114291659,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 신원동 69번지 7호,옛골토성 지상1층,공공용시설,2025-04-14 14:30:32,,2018-11-27,58,서울특별시 서초구 신원동 69번지 7호,3210000-E201800003,3210000,,서울특별시 서초구 청계산로 434 (신원동),06802,01,영업/정상
해피드림빌딩(소문난감자탕),,204740.58762421,448959.957098177,2026-04-26 22:32:09,I,18,사용중,서울특별시 성동구 성수동2가 315번지 100호,해피드림빌딩(소문난감자탕),공공용시설,2026-01-07 09:20:02,,2012-02-01,90,서울특별시 성동구 성수동2가 315번지 100호,3030000-E201200004,3030000,,"서울특별시 성동구 연무장길 45 (성수동2가, 스타게임방)",04782,01,영업/정상
성수공업고등학교,,204461.393055168,448691.659938452,2026-04-26 22:32:09,I,18,사용중,서울특별시 성동구 성수동2가 333번지 128호,성수공업고등학교,공공용시설,2026-01-07 09:43:11,,2012-02-17,88,서울특별시 성동구 성수동2가 333번지 128호,3030000-E201200006,3030000,,"서울특별시 성동구 뚝섬로 365 (성수동2가, 성수공업고등학교)",04780,01,영업/정상
기마경찰대,,204699.605665077,448743.634999329,2026-04-26 22:32:09,I,18,사용중,서울특별시 성동구 성수동2가 333번지 139호,기마경찰대,공공용시설,2026-01-07 09:39:19,,2012-02-17,78,서울특별시 성동구 성수동2가 333번지 139호,3030000-E201200007,3030000,,"서울특별시 성동구 성수이로7길 17 (성수동2가, 기마경찰대)",04781,01,영업/정상
금호세차장(주유소),,202133.624509935,449410.97928675,2026-04-26 22:32:10,I,18,사용중,서울특별시 성동구 금호동4가 185번지 1호,금호세차장(주유소),공공용시설,2023-05-31 09:51:53,,2012-02-23,30,서울특별시 성동구 금호동4가 185번지 1호,3030000-E201200012,3030000,,"서울특별시 성동구 금호로3길 6 (금호동4가, 금호주유소)",04737,01,영업/정상
대도빌딩,,201924.287403479,449505.43323776,2026-04-26 22:32:09,I,18,사용중,서울특별시 성동구 금호동4가 548번지 1호,대도빌딩,공공용시설,2026-01-05 16:22:26,,2012-02-28,50,서울특별시 성동구 금호동4가 548번지 1호,3030000-E201200013,3030000,,서울특별시 성동구 독서당로 302 (금호동4가),04737,01,영업/정상
서울숲공원,,203443.221860657,448803.641454739,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 성수동1가 685번지 715호,서울숲공원,정부지원시설,2026-01-07 10:02:51,,2017-10-12,100,서울특별시 성동구 성수동1가 685번지 715호,3030000-E201700001,3030000,,"서울특별시 성동구 뚝섬로 273 (성수동1가, 서울숲공원)",04770,01,영업/정상
대현산 배수지,2026-04-16,201858.475814708,450519.333777961,2026-04-26 22:32:11,I,19,사용중지,서울특별시 성동구 금호동1가 1번지 72호,대현산 배수지,공공용시설,2026-04-16 17:42:06,2026-04-16,2018-01-22,2600,서울특별시 성동구 금호동1가 1번지 72호,3030000-E201800001,3030000,2026-04-16,서울특별시 성동구 금호로 172-1 (금호동1가),04721,04,취소/말소/만료/정지/중지
(주)대한진공,,204980.62859022,449254.852501866,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 성수동2가 289번지 321호,(주)대한진공,공공용시설,2026-01-05 17:27:05,,2018-06-22,70,서울특별시 성동구 성수동2가 289번지 321호,3030000-E201800002,3030000,,서울특별시 성동구 성수이로 117 (성수동2가),04794,01,영업/정상
행당초등학교,,202991.775140185,450491.273962214,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 행당동 320번지 60호 행당초등학교,행당초등학교,공공용시설,2026-01-05 13:18:08,,2019-01-18,90,서울특별시 성동구 행당동 320번지 60호 행당초등학교,3030000-E201900001,3030000,,"서울특별시 성동구 고산자로8길 6, 행당초등학교 (행당동)",04746,01,영업/정상
혜원빌라,,202613.64646924,450652.101305384,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 행당동 317번지 132호 혜원빌라,혜원빌라,공공용시설,2026-01-05 14:52:21,,2019-03-25,61,서울특별시 성동구 행당동 317번지 132호 혜원빌라,3030000-E201900004,3030000,,"서울특별시 성동구 행당로11길 3-6 (행당동, 혜원빌라)",04714,01,영업/정상
응봉배수지,2026-04-16,202436.924613433,450096.819294243,2026-04-26 22:32:11,I,19,사용중지,서울특별시 성동구 금호동1가 산 37-1 금봉유아원(1호),응봉배수지,공공용시설,2026-04-16 17:42:17,2026-04-16,2019-05-13,1.23,서울특별시 성동구 금호동1가 산 37-1 금봉유아원(1호),3030000-E201900005,3030000,2026-04-16,"서울특별시 성동구 독서당로57가길 24, 금봉유아원(1호) (금호동1가)",04719,04,취소/말소/만료/정지/중지
금호배수지,2026-04-16,201343.627710522,450013.795290079,2026-04-26 22:32:11,I,19,사용중지,서울특별시 성동구 금호동3가 산 1,금호배수지,공공용시설,2026-04-16 17:42:34,2026-04-16,2019-05-13,2.74,서울특별시 성동구 금호동3가 산 1,3030000-E201900006,3030000,2026-04-16,,,04,취소/말소/만료/정지/중지
천리교 혜성교회,,202051.267073893,451749.475560094,2026-04-26 22:32:10,I,18,사용중,서울특별시 성동구 상왕십리동 814 천리교 혜성교회,천리교 혜성교회,공공용시설,2026-01-07 09:12:26,,2019-11-25,56,서울특별시 성동구 상왕십리동 814 천리교 혜성교회,3030000-E201900007,3030000,,"서울특별시 성동구 마장로 125, 천리교 혜성교회 (상왕십리동)",04700,01,영업/정상
성동구청 청소행정과,,204918.617798319,450237.460513864,2026-04-26 22:32:10,I,18,사용중,서울특별시 성동구 송정동 73-1112 후생관,성동구청 청소행정과,공공용시설,2026-01-05 17:18:14,,2025-09-19,60,서울특별시 성동구 송정동 73-1112 후생관,3030000-E202500001,3030000,,"서울특별시 성동구 가람길 113, 후생관 (송정동)",04806,01,영업/정상
(주)도성개발,,205717.375030479,450175.77979108,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 송정동 73-12,(주)도성개발,공공용시설,2026-01-05 16:57:46,,2025-10-22,65,서울특별시 성동구 송정동 73-12,3030000-E202500002,3030000,,서울특별시 성동구 가람길 199 (송정동),04809,01,영업/정상
(주)대아이디아이,,205486.300862045,449853.073688806,2026-04-26 22:32:11,I,18,사용중,서울특별시 성동구 송정동 73-37,(주)대아이디아이,공공용시설,2026-01-05 17:13:29,,2025-10-22,65,서울특별시 성동구 송정동 73-37,3030000-E202500003,3030000,,서울특별시 성동구 가람길 173 (송정동),04809,01,영업/정상
형촌마을(이우용) 지상1층,,201620.211875518,440443.713053939,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 우면동 213-4,형촌마을(이우용) 지상1층,공공용시설,2025-01-14 16:26:16,,2019-05-13,50,서울특별시 서초구 우면동 213-4,3210000-E201900001,3210000,,서울특별시 서초구 형촌9길 8(우면동),06765,01,영업/정상
최재원(밤나무골) 지상1층,,206685.883646053,438960.743261299,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 내곡동 1-444 밤나무골,최재원(밤나무골) 지상1층,공공용시설,2025-04-14 14:31:51,,2021-06-21,35,서울특별시 서초구 내곡동 1-444 밤나무골,3210000-E202100001,3210000,,"서울특별시 서초구 신흥안길 40-59, 밤나무골 (내곡동)",06801,01,영업/정상
청계산기도원 지상 1층,,205077.430055196,437332.37832672,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 원지동 509-4 청계산기도원,청계산기도원 지상 1층,공공용시설,2024-01-05 17:50:34,,2021-06-21,53,서울특별시 서초구 원지동 509-4 청계산기도원,3210000-E202100002,3210000,,"서울특별시 서초구 원터길 9-88, 청계산기도원 (원지동)",06806,01,영업/정상
대정 지상1층,,206264.222846451,439532.104590631,2026-04-26 22:31:42,I,18,사용중,서울특별시 서초구 내곡동 1-2019,대정 지상1층,공공용시설,2025-04-14 14:32:52,,2022-09-29,32,서울특별시 서초구 내곡동 1-2019,3210000-E202200001,3210000,,"서울특별시 서초구 샘마을길 4-3, 대정 (내곡동)",06794,01,영업/정상
군인아파트,,190825.169144548,440070.157691501,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1011번지 26호,군인아파트,지자체시설,2026-01-08 13:48:47,,1998-12-28,105,서울특별시 금천구 독산동 1011번지 26호,3170000-E198800002,3170000,,"서울특별시 금천구 시흥대로101길 3-22 (독산동, 도하,군인아파트)",08605,01,영업/정상
유영빌딩,,191448.06406217,437938.827513414,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 940번지 1호,유영빌딩,공공용시설,2026-01-08 14:03:30,,1990-06-08,50,서울특별시 금천구 시흥동 940번지 1호,3170000-E199000001,3170000,,"서울특별시 금천구 시흥대로 106-1 (시흥동, 유영빌딩)",08651,01,영업/정상
유통사우나,,191226.287379467,437914.06299827,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 984번지,유통사우나,공공용시설,2026-01-08 14:05:00,,1991-06-03,50,서울특별시 금천구 시흥동 984번지,3170000-E199100001,3170000,,"서울특별시 금천구 시흥대로 97 (시흥동, 시흥유통상가)",08639,01,영업/정상
청지기카센타,,191939.663431765,441630.839989959,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 907번지 6호,청지기카센타,공공용시설,2026-01-08 14:06:38,,1994-01-01,36,서울특별시 금천구 독산동 907번지 6호,3170000-E199400012,3170000,,서울특별시 금천구 문성로 54 (독산동),08551,01,영업/정상
경성운수,,190168.325219443,440001.745482356,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 708,경성운수,공공용시설,2026-01-08 14:08:18,,1994-01-01,50,서울특별시 금천구 독산동 708,3170000-E199400017,3170000,,서울특별시 금천구 서부샛길 156 (독산동),08596,01,영업/정상
신흥식품,,191853.378601365,441744.166597087,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 904번지 41호,신흥식품,공공용시설,2026-01-08 14:10:16,,1995-01-01,72,서울특별시 금천구 독산동 904번지 41호,3170000-E199500002,3170000,,서울특별시 금천구 남부순환로128길 63 (독산동),08549,01,영업/정상
효봉공원 옆,,192018.87359797,439860.323127541,2026-04-26 22:31:45,I,18,사용중,서울특별시 금천구 시흥동 4번지 25호,효봉공원 옆,정부지원시설,2026-01-08 14:11:53,,1995-12-11,50,서울특별시 금천구 시흥동 4번지 25호,3170000-E199500003,3170000,,"서울특별시 금천구 독산로50다길 32 (시흥동, 동광빌라2차)",08565,01,영업/정상
동아아파트,,191643.543153301,440867.731614719,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 183번지 1호,동아아파트,공공용시설,2026-01-08 14:13:50,,1995-01-01,80,서울특별시 금천구 독산동 183번지 1호,3170000-E199500004,3170000,,"서울특별시 금천구 독산로78다길 52 (독산동, 독산동동아아파트)",08556,01,영업/정상
경남아파트 101동 옆 화단,,191670.362449466,439164.166561245,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 820번지 12호,경남아파트 101동 옆 화단,공공용시설,2026-01-08 14:15:12,,1996-06-17,100,서울특별시 금천구 시흥동 820번지 12호,3170000-E199600001,3170000,,"서울특별시 금천구 독산로 78-1 (시흥동, 경남아파트)",08572,01,영업/정상
정심초등정문,,191817.096170507,441043.348719614,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 182번지 44호,정심초등정문,정부지원시설,2026-01-08 14:17:44,,1999-01-01,150,서울특별시 금천구 독산동 182번지 44호,3170000-E199900002,3170000,,"서울특별시 금천구 독산로78다길 89 (독산동, 정심초등학교)",08556,01,영업/정상
목화공원,,191724.857020902,441664.032623001,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 889번지 14호,목화공원,지자체시설,2026-01-08 14:18:56,,2000-01-01,100,서울특별시 금천구 독산동 889번지 14호,3170000-E200000002,3170000,,"서울특별시 금천구 문성로3길 52 (독산동, 신건)",08550,01,영업/정상
대순진리회,,191464.224864852,437976.473247469,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 939번지 23호,대순진리회,공공용시설,2026-01-08 14:24:02,,2000-01-03,60,서울특별시 금천구 시흥동 939번지 23호,3170000-E200000006,3170000,,"서울특별시 금천구 시흥대로 110 (시흥동, 대순진리회연수원)",08650,01,영업/정상
무지개공원,,191173.963181254,440090.776680749,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1063번지 14호,무지개공원,정부지원시설,2026-01-08 14:25:16,,2001-01-01,100,서울특별시 금천구 독산동 1063번지 14호,3170000-E200100003,3170000,,"서울특별시 금천구 시흥대로90길 60-3 (독산동, 만수노인정)",08618,01,영업/정상
한양사우나 측면 벽,,191559.579849816,439760.623293696,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 802번지 31호,한양사우나 측면 벽,공공용시설,2026-01-08 14:26:36,,2002-06-21,36,서울특별시 금천구 시흥동 802번지 31호,3170000-E200200001,3170000,,서울특별시 금천구 독산로40길 9 (시흥동),08568,01,영업/정상
은하장 (호텔인카페),,190987.989272406,441003.238250663,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 287번지 13호,은하장 (호텔인카페),공공용시설,2026-01-08 14:37:29,,2004-06-01,100,서울특별시 금천구 독산동 287번지 13호,3170000-E200400001,3170000,,"서울특별시 금천구 가산로 35 (독산동, 은하장여관)",08576,01,영업/정상
동흥관,,190956.110752226,439227.738516766,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 115번지 10호,동흥관,공공용시설,2026-01-08 14:38:56,,2005-06-21,42,서울특별시 금천구 시흥동 115번지 10호,3170000-E200500001,3170000,,"서울특별시 금천구 시흥대로63길 20 (시흥동, 동흥관)",08614,01,영업/정상
호천약수터,,193040.775010727,439153.800296692,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 100번지 1호,호천약수터,지자체시설,2026-01-08 14:40:19,,2005-06-22,70,서울특별시 금천구 시흥동 100번지 1호,3170000-E200500006,3170000,,서울특별시 금천구 호암로 298 (시흥동),08655,01,영업/정상
안천중학교,,189997.029888156,439677.206241751,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1089번지,안천중학교,공공용시설,2026-01-08 14:46:00,,2005-01-01,80,서울특별시 금천구 독산동 1089번지,3170000-E200500016,3170000,,"서울특별시 금천구 한내로 69-44 (독산동, 안천중학교)",08597,01,영업/정상
이사벨호텔,,190862.968726515,441065.665921744,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 152번지 10호,이사벨호텔,공공용시설,2026-01-09 09:24:19,,2005-01-01,70,서울특별시 금천구 독산동 152번지 10호,3170000-E200500017,3170000,,"서울특별시 금천구 가산로 50 (독산동, 이사벨관광호텔)",08535,01,영업/정상
정훈닭집,,191467.019694295,440400.38950364,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1040번지 80호,정훈닭집,공공용시설,2026-01-09 09:26:18,,2005-01-01,36,서울특별시 금천구 독산동 1040번지 80호,3170000-E200500023,3170000,,서울특별시 금천구 독산로64길 35 (독산동),08559,01,영업/정상
현대시장관리,,191445.240966761,439494.602878141,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 850번지 6호,현대시장관리,공공용시설,2026-01-09 09:39:22,,2005-01-01,70,서울특별시 금천구 시흥동 850번지 6호,3170000-E200500031,3170000,,"서울특별시 금천구 독산로35길 15-7 (시흥동, 현대시장)",08625,01,영업/정상
준희빈모텔,,191254.06159973,438969.76805337,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 889번지 14호,준희빈모텔,공공용시설,2026-01-09 09:42:33,,2005-01-01,50,서울특별시 금천구 시흥동 889번지 14호,3170000-E200500035,3170000,,서울특별시 금천구 시흥대로52길 35 (시흥동),08628,01,영업/정상
약수탕,,191344.818487732,438788.346152655,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 901번지 1호,약수탕,공공용시설,2026-01-09 09:45:23,,2005-01-01,50,서울특별시 금천구 시흥동 901번지 1호,3170000-E200500036,3170000,,서울특별시 금천구 시흥대로50길 12-5 (시흥동),08630,01,영업/정상
