사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
꽁지,2025-12-31,166855.373058278,446695.673958271,2026-04-26 22:33:10,I,0002,폐업,,2025-12-31 16:53:33,,2018-11-06,0,,인천광역시 서구 청라동 ***-*** JJ하우스 *층,356000004720180070,3560000,000,"인천광역시 서구 보석로**번안길 **-*, JJ하우스 *층 (청라동)",22766,,03,폐업,,,
위드멍,2021-11-30,209393.579690936,444298.606562109,2026-04-26 22:33:07,I,0002,폐업,,2022-04-28 18:11:10,,2021-09-13,0,,서울특별시 송파구 석촌동 *** 림스빌딩,323000004720210037,3230000,000,"서울특별시 송파구 가락로 **, 림스빌딩 *층 (석촌동)",05696,,03,폐업,,,
